,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,62.0%,0.74%,61.75%,0.6362%,49.25%,4.9512%,57.6667%,6.3275%,8.4167%,0.4587%
