,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.693,0.0188,0.0223,0.0144,0.331,0.0177,0.362,0.0012
CULTURE 1,0.721,0.0237,0.0223,0.0144,0.372,0.0179,0.349,0.0058
CULTURE 2,0.732,0.0194,0.0223,0.0144,0.3705,0.0185,0.3615,0.0009
