,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6385,0.0061,0.2058,0.0055,0.3595,0.0026,0.279,0.0034
CULTURE 1,0.355,0.0037,0.2058,0.0055,0.214,0.0016,0.141,0.0021
CULTURE 2,0.689,0.0105,0.2058,0.0055,0.373,0.0054,0.316,0.005
