,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.235,0.0,0.0967,0.0,0.07,0.0,0.165,0.0
CULTURE 1,0.15,0.0,0.0967,0.0,0.105,0.0,0.045,0.0
CULTURE 2,0.355,0.0,0.0967,0.0,0.21,0.0,0.145,0.0
