,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,51.0769%,7.7616%,50.0%,8.5421%,51.0769%,8.5701%,50.7179%,24.8738%,51.028%,24.8738%,0.7179%,5.4439%
