,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,26.0%,0.0725%,14.5%,0.0125%,39.5%,0.0025%,26.6667%,0.0875%,12.1667%,0.025%
