,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6605,0.0344,0.0115,0.0252,0.3825,0.0034,0.278,0.031
CULTURE 1,0.634,0.0411,0.0115,0.0252,0.376,0.0064,0.258,0.0347
CULTURE 2,0.63,0.0301,0.0115,0.0252,0.3805,0.0028,0.2495,0.0273
