n_loss,i_loss,kid
0.08551335,0.15064739,1.2328892
0.08302923,0.14153862,2.1069818
0.08432998,0.1338862,1.9781612
0.0943053,0.1525196,1.561929
0.15742406,0.2629056,0.553308
0.17038584,0.28024304,0.64309263
0.16413765,0.26019788,1.1713293
0.15861869,0.24702501,0.65064913
0.17085831,0.28320083,0.7397445
0.15885551,0.2551779,0.704558
0.08112984,0.13763079,1.040419
0.083904594,0.14571373,2.2049422
0.08097839,0.1427904,1.172293
0.085624576,0.14549166,1.5608791
0.15401657,0.2621242,0.7640586
0.1588847,0.25379407,0.65508187
0.15029368,0.23523891,0.6109959
0.15954302,0.24449758,0.7358578
0.08284788,0.148906,2.1836019
0.079015225,0.14205733,1.038627
0.08711033,0.14755371,1.07064
0.0769675,0.15254773,1.2408117
0.15927282,0.2563286,0.53682405
0.1641596,0.25583518,0.8967903
