,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6265,0.0423,0.0947,0.0332,0.349,0.0086,0.2775,0.0336
CULTURE 1,0.492,0.0566,0.0947,0.0332,0.2655,0.0202,0.2265,0.0364
CULTURE 2,0.6415,0.0574,0.0947,0.0332,0.321,0.0247,0.3205,0.0327
