--- LATEX FORMAT (Percentage) ---
Prec C0 & Prec C1 & Prec C2 & Rec C0 & Rec C1 & Rec C2 & Acc \\
71.4 \pm 3.3 & 94.6 \pm 2.3 & 89.5 \pm 1.5 & 96.6 \pm 2.1 & 74.7 \pm 5.4 & 76.2 \pm 3.4 & 82.5 \pm 1.6 \\

--- RAW METRICS ---
Metric,Mean,Std
Accuracy,82.5,1.5575384187640222
Precision_C0,71.3500044411963,3.2843023851514737
Recall_C0,96.58333333333333,2.06995705806237
Precision_C1,94.58663868205247,2.2974761477425347
Recall_C1,74.66666666666667,5.405758246742285
Precision_C2,89.51932376682548,1.513075827893297
Recall_C2,76.25,3.3880918917093537
