,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.352,0.0032,0.0638,0.0041,0.1115,0.002,0.2405,0.0013
CULTURE 1,0.3085,0.0032,0.0638,0.0041,0.066,0.0007,0.2425,0.0025
CULTURE 2,0.4565,0.0091,0.0638,0.0041,0.1455,0.0052,0.311,0.0039
