,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.425,,0.1117,,0.185,,0.24,
CULTURE 1,0.47,,0.1117,,0.21,,0.26,
CULTURE 2,0.28,,0.1117,,0.165,,0.115,
