,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.29,,0.0617,,0.115,,0.175,
CULTURE 1,0.33,,0.0617,,0.185,,0.145,
CULTURE 2,0.435,,0.0617,,0.285,,0.15,
