,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.37,,0.0983,,0.285,,0.085,
CULTURE 1,0.515,,0.0983,,0.205,,0.31,
CULTURE 2,0.52,,0.0983,,0.16,,0.36,
