,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.722,0.0697,0.0087,0.0425,0.359,0.036,0.363,0.0337
CULTURE 1,0.7345,0.0671,0.0087,0.0425,0.3755,0.0352,0.359,0.0318
CULTURE 2,0.7355,0.0606,0.0087,0.0425,0.3825,0.032,0.353,0.0286
