,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,26.8333%,3.4742%,24.5%,2.1621%,9.3333%,1.0801%,20.2222%,6.7164%,10.8182%,6.7164%,10.8889%,1.8788%
