,Matrix,Class 0,Class 1,Class 2
Class 0,CM,197,0,3
Class 1,CM,117,71,12
Class 2,CM,121,2,77

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,198,1,1
Class 1,CM,137,58,5
Class 2,CM,120,2,78

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,200,0,0
Class 1,CM,124,72,4
Class 2,CM,130,0,70

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,199,1,0
Class 1,CM,110,81,9
Class 2,CM,160,2,38

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,200,0,0
Class 1,CM,125,74,1
Class 2,CM,153,0,47

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,199,0,1
Class 1,CM,122,69,9
Class 2,CM,113,0,87

