"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08413729>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14539443>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.256048>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08162338>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14301369>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.092744>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08195635>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13356304>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.0163012>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.0856446>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14056683>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.2975762>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14710738>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23227604>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.46086845>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14083253>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23130065>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.93549585>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14732178>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22880812>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.52559054>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13197426>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23291261>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.9106117>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14381072>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22660898>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.6201594>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.092979945>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15381001>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.2819011>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.084652014>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1433095>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.1841717>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08623212>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14220269>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.4357545>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1413285>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23525338>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.434128>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14133619>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2232401>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.0849777>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14359784>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23517539>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.73526996>}]"
