,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3985,0.0124,0.0458,0.0082,0.163,0.0049,0.2355,0.0074
CULTURE 1,0.359,0.0122,0.0458,0.0082,0.151,0.004,0.208,0.0083
CULTURE 2,0.31,0.0043,0.0458,0.0082,0.1215,0.0027,0.1885,0.0016
