,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.436,0.0289,0.0228,0.0211,0.229,0.0125,0.207,0.0163
CULTURE 1,0.46,0.0314,0.0228,0.0211,0.265,0.0113,0.195,0.02
CULTURE 2,0.4805,0.032,0.0228,0.0211,0.286,0.0152,0.1945,0.0168
