,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7695,0.0038,0.0793,0.0033,0.37,0.0032,0.3995,0.0006
CULTURE 1,0.7245,0.0061,0.0793,0.0033,0.384,0.0025,0.3405,0.0036
CULTURE 2,0.628,0.0021,0.0793,0.0033,0.322,0.0005,0.306,0.0015
