,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,48.3%,5.3828%,49.2%,0.046%,50.2%,2.143%,49.2333%,7.5718%,0.9333%,0.7297%
