162,37,49,150
183,16,55,144
177,22,32,167
176,23,31,168
169,30,103,96
182,17,71,128
155,44,38,161
180,19,53,146
166,33,95,104
160,39,54,145
176,23,48,151
162,37,61,138
155,44,37,162
162,37,31,168
178,21,53,146
174,25,40,159
180,19,46,153
179,20,58,141
170,29,33,166
178,21,81,118
176,23,54,145
186,13,39,160
183,16,53,146
187,12,51,148
181,18,60,139
146,53,37,162
152,47,33,166
135,64,30,169
173,26,58,141
125,74,18,181
182,17,36,163
161,38,64,135
157,42,33,166
178,21,92,107
179,20,83,116
178,21,42,157
160,39,46,153
176,23,30,169
173,26,72,127
187,12,47,152
