"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.097225346>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16276382>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.5113068>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.12843499>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22396097>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.9521418>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16803525>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2593633>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.7074696>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1339429>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.21389621>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.0576177>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15977964>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.26433155>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.77048564>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15922104>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2583979>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.23857403>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1689667>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24512932>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.639858>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16326901>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25615963>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.26921213>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.09974795>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16396342>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.3455682>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13271734>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22538966>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.5427961>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16754374>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24984032>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.2828529>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.107546434>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16619179>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.9498062>}]"
