,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3745,0.0041,0.1248,0.0069,0.188,0.0022,0.1865,0.0019
CULTURE 1,0.2735,0.0203,0.1248,0.0069,0.134,0.0026,0.1395,0.0177
CULTURE 2,0.547,0.0165,0.1248,0.0069,0.2555,0.0084,0.2915,0.0081
