,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.325,0.0,0.0383,0.0,0.11,0.0,0.215,0.0
CULTURE 1,0.33,0.0,0.0383,0.0,0.135,0.0,0.195,0.0
CULTURE 2,0.435,0.0,0.0383,0.0,0.18,0.0,0.255,0.0
