,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.458,0.0366,0.0145,0.0272,0.153,0.0188,0.305,0.0178
CULTURE 1,0.462,0.0212,0.0145,0.0272,0.1795,0.0146,0.2825,0.0066
CULTURE 2,0.4975,0.0604,0.0145,0.0272,0.2265,0.0261,0.271,0.0343
