,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7,0.0,0.11,0.0,0.37,0.0,0.33,0.0
CULTURE 1,0.51,0.0,0.11,0.0,0.265,0.0,0.245,0.0
CULTURE 2,0.65,0.0,0.11,0.0,0.35,0.0,0.3,0.0
