,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.645,,0.0467,,0.34,,0.305,
CULTURE 1,0.515,,0.0467,,0.195,,0.32,
CULTURE 2,0.51,,0.0467,,0.185,,0.325,
