,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3405,0.0072,0.1227,0.005,0.13,0.0023,0.2105,0.0049
CULTURE 1,0.3335,0.008,0.1227,0.005,0.157,0.0039,0.1765,0.0041
CULTURE 2,0.153,0.004,0.1227,0.005,0.081,0.0034,0.072,0.0007
