,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.84,,0.1333,,0.41,,0.43,
CULTURE 1,0.62,,0.1333,,0.29,,0.33,
CULTURE 2,0.53,,0.1333,,0.245,,0.285,
