,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.455,,0.0367,,0.45,,0.005,
CULTURE 1,0.52,,0.0367,,0.475,,0.045,
CULTURE 2,0.5,,0.0367,,0.49,,0.01,
