,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.385,,0.1167,,0.16,,0.225,
CULTURE 1,0.415,,0.1167,,0.18,,0.235,
CULTURE 2,0.225,,0.1167,,0.13,,0.095,
