,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3709,0.0061,0.1233,0.0056,0.1809,0.0028,0.19,0.0033
CULTURE 1,0.2636,0.0034,0.1233,0.0056,0.1391,0.0028,0.1245,0.0006
CULTURE 2,0.5264,0.0108,0.1233,0.0056,0.2664,0.0063,0.26,0.0044
