,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7235,0.0178,0.0567,0.0172,0.329,0.0083,0.3945,0.0095
CULTURE 1,0.584,0.0713,0.0567,0.0172,0.302,0.0354,0.282,0.0359
CULTURE 2,0.6145,0.0339,0.0567,0.0172,0.279,0.0143,0.3355,0.0196
