,Matrix,Class 0,Class 1,Class 2
Class 0,CM,68,112,20
Class 1,CM,3,192,5
Class 2,CM,6,68,126

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,67,123,10
Class 1,CM,4,188,8
Class 2,CM,13,63,124

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,66,121,13
Class 1,CM,2,194,4
Class 2,CM,8,85,107

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,83,99,18
Class 1,CM,5,187,8
Class 2,CM,14,70,116

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,65,123,12
Class 1,CM,4,193,3
Class 2,CM,8,83,109

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,65,126,9
Class 1,CM,2,196,2
Class 2,CM,6,101,93

