--- LATEX FORMAT (Percentage) ---
Prec C0 & Prec C1 & Prec C2 & Rec C0 & Rec C1 & Rec C2 & Acc \\
62.0 \pm 4.0 & 92.0 \pm 5.8 & 97.7 \pm 1.0 & 97.1 \pm 2.2 & 45.4 \pm 9.4 & 91.3 \pm 2.4 & 77.9 \pm 3.4 \\

--- RAW METRICS ---
Metric,Mean,Std
Accuracy,77.94444444444444,3.3756572291029605
Precision_C0,62.03812614567488,3.9924107713265866
Recall_C0,97.08333333333333,2.1682686385429477
Precision_C1,92.04177775433288,5.8249373490284535
Recall_C1,45.416666666666664,9.409289145425506
Precision_C2,97.67423016416633,1.0260700073484768
Recall_C2,91.33333333333333,2.3746344747958346
