,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.525,0.0,0.03,0.0,0.43,0.0,0.095,0.0
CULTURE 1,0.465,0.0,0.03,0.0,0.045,0.0,0.42,0.0
CULTURE 2,0.495,0.0,0.03,0.0,0.0,0.0,0.495,0.0
