,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.434,0.0527,0.033,0.0295,0.255,0.0248,0.179,0.0279
CULTURE 1,0.416,0.0475,0.033,0.0295,0.2615,0.0283,0.1545,0.0192
CULTURE 2,0.497,0.0359,0.033,0.0295,0.2895,0.0142,0.2075,0.0217
