,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.764,0.0037,0.1338,0.0019,0.3535,0.0016,0.4105,0.002
CULTURE 1,0.627,0.0034,0.1338,0.0019,0.3455,0.0015,0.2815,0.0019
CULTURE 2,0.8915,0.002,0.1338,0.0019,0.463,0.0005,0.4285,0.0015
