,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5025,0.0115,0.0853,0.008,0.206,0.0069,0.2965,0.0046
CULTURE 1,0.427,0.0143,0.0853,0.008,0.207,0.0067,0.22,0.0076
CULTURE 2,0.6075,0.0126,0.0853,0.008,0.3205,0.0069,0.287,0.0057
