,Matrix,Class 0,Class 1,Class 2
Class 0,CM,64,129,7
Class 1,CM,1,198,1
Class 2,CM,0,28,172

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,62,135,3
Class 1,CM,0,199,1
Class 2,CM,2,16,182

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,28,171,1
Class 1,CM,0,200,0
Class 2,CM,1,27,172

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,102,97,1
Class 1,CM,1,198,1
Class 2,CM,4,6,190

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,66,127,7
Class 1,CM,0,200,0
Class 2,CM,1,12,187

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,69,126,5
Class 1,CM,1,198,1
Class 2,CM,4,16,180

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,53,138,9
Class 1,CM,0,200,0
Class 2,CM,0,17,183

