,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.485,0.0536,0.0423,0.0366,0.2694,0.0294,0.2156,0.0242
CULTURE 1,0.4325,0.0442,0.0423,0.0366,0.225,0.0247,0.2075,0.0195
CULTURE 2,0.5069,0.0564,0.0423,0.0366,0.2981,0.0234,0.2088,0.033
