,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.255,,0.05,,0.165,,0.09,
CULTURE 1,0.34,,0.05,,0.115,,0.225,
CULTURE 2,0.32,,0.05,,0.13,,0.19,
