,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5315,0.0074,0.0227,0.0086,0.197,0.0046,0.3345,0.0029
CULTURE 1,0.535,0.0124,0.0227,0.0086,0.2515,0.0087,0.2835,0.0038
CULTURE 2,0.596,0.0134,0.0227,0.0086,0.292,0.0072,0.304,0.0062
