,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.438,0.0754,0.0203,0.0554,0.2125,0.0363,0.2255,0.0391
CULTURE 1,0.466,0.0885,0.0203,0.0554,0.239,0.0385,0.227,0.05
CULTURE 2,0.471,0.0776,0.0203,0.0554,0.2375,0.0409,0.2335,0.0367
