,Matrix,Class 0,Class 1,Class 2
Class 0,CM,102,87,11
Class 1,CM,3,193,4
Class 2,CM,7,79,114

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,100,92,8
Class 1,CM,1,198,1
Class 2,CM,9,90,101

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,101,93,6
Class 1,CM,0,200,0
Class 2,CM,9,90,101

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,102,91,7
Class 1,CM,3,196,1
Class 2,CM,14,90,96

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,110,73,17
Class 1,CM,2,197,1
Class 2,CM,4,80,116

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,92,96,12
Class 1,CM,1,197,2
Class 2,CM,5,81,114

