,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.26,,0.0583,,0.115,,0.145,
CULTURE 1,0.39,,0.0583,,0.125,,0.265,
CULTURE 2,0.305,,0.0583,,0.205,,0.1,
