,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,46.5%,18.2401%,39.1%,17.8298%,50.2%,19.3908%,45.2667%,55.4607%,6.1667%,12.5436%
