,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.8595,0.0019,0.3502,0.001,0.3945,0.0016,0.465,0.0003
CULTURE 1,0.375,0.0035,0.3502,0.001,0.172,0.0009,0.203,0.0026
CULTURE 2,0.941,0.0011,0.3502,0.001,0.472,0.0006,0.469,0.0005
