,Matrix,Class 0,Class 1,Class 2
Class 0,CM,197,1,2
Class 1,CM,68,120,12
Class 2,CM,120,7,73

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,197,0,3
Class 1,CM,118,76,6
Class 2,CM,117,5,78

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,196,2,2
Class 1,CM,103,96,1
Class 2,CM,107,4,89

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,197,2,1
Class 1,CM,86,110,4
Class 2,CM,128,10,62

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,194,0,6
Class 1,CM,114,74,12
Class 2,CM,111,1,88

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,190,4,6
Class 1,CM,86,108,6
Class 2,CM,122,3,75

