,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.16,,0.07,,0.085,,0.075,
CULTURE 1,0.205,,0.07,,0.115,,0.09,
CULTURE 2,0.325,,0.07,,0.205,,0.12,
