,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.755,,0.135,,0.395,,0.36,
CULTURE 1,0.6,,0.135,,0.215,,0.385,
CULTURE 2,0.475,,0.135,,0.15,,0.325,
