,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2175,0.0026,0.0755,0.0021,0.1155,0.0012,0.102,0.0015
CULTURE 1,0.207,0.003,0.0755,0.0021,0.148,0.0021,0.059,0.0009
CULTURE 2,0.423,0.0036,0.0755,0.0021,0.2415,0.0018,0.1815,0.0018
