,Matrix,Class 0,Class 1,Class 2
Class 0,CM,128,68,4
Class 1,CM,9,190,1
Class 2,CM,2,10,188

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,144,53,3
Class 1,CM,10,188,2
Class 2,CM,2,12,186

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,118,77,5
Class 1,CM,4,194,2
Class 2,CM,3,12,185

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,130,67,3
Class 1,CM,7,193,0
Class 2,CM,7,12,181

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,124,74,2
Class 1,CM,9,191,0
Class 2,CM,4,20,176

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,115,82,3
Class 1,CM,6,194,0
Class 2,CM,2,8,190

