,Matrix,Class 0,Class 1,Class 2
Class 0,CM,99,95,6
Class 1,CM,0,199,1
Class 2,CM,1,3,196

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,131,67,2
Class 1,CM,3,193,4
Class 2,CM,6,1,193

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,131,63,6
Class 1,CM,8,190,2
Class 2,CM,7,4,189

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,121,71,8
Class 1,CM,4,195,1
Class 2,CM,3,2,195

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,116,82,2
Class 1,CM,5,194,1
Class 2,CM,3,4,193

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,119,72,9
Class 1,CM,6,194,0
Class 2,CM,2,6,192

