,Matrix,Class 0,Class 1,Class 2
Class 0,CM,117,8,75
Class 1,CM,9,162,29
Class 2,CM,4,3,193

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,102,12,86
Class 1,CM,5,155,40
Class 2,CM,5,3,192

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,137,15,48
Class 1,CM,9,157,34
Class 2,CM,6,2,192

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,111,7,82
Class 1,CM,9,145,46
Class 2,CM,6,2,192

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,97,11,92
Class 1,CM,3,151,46
Class 2,CM,0,3,197

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,103,11,86
Class 1,CM,13,142,45
Class 2,CM,5,3,192

