,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.32,,0.0717,,0.18,,0.14,
CULTURE 1,0.38,,0.0717,,0.255,,0.125,
CULTURE 2,0.475,,0.0717,,0.155,,0.32,
