,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.214,0.0028,0.069,0.0027,0.1105,0.0009,0.1035,0.0019
CULTURE 1,0.228,0.0028,0.069,0.0027,0.1565,0.0012,0.0715,0.0016
CULTURE 2,0.407,0.0052,0.069,0.0027,0.2385,0.0029,0.1685,0.0023
