,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7075,0.0125,0.0542,0.0065,0.354,0.005,0.3535,0.0074
CULTURE 1,0.7275,0.01,0.0542,0.0065,0.412,0.003,0.3155,0.007
CULTURE 2,0.85,0.0096,0.0542,0.0065,0.4415,0.003,0.4085,0.0066
