175,24,110,89
179,20,79,120
187,12,63,136
187,12,95,104
179,20,38,161
187,12,48,151
180,19,30,169
185,14,39,160
180,19,44,155
176,23,75,124
181,18,55,144
175,24,59,140
175,24,55,144
178,21,64,135
172,27,49,150
184,15,75,124
169,30,39,160
179,20,64,135
184,15,69,130
179,20,55,144
187,12,65,134
174,25,41,158
188,11,58,141
190,9,64,135
173,26,44,155
193,6,103,96
159,40,45,154
190,9,70,129
176,23,65,134
178,21,59,140
169,30,42,157
185,14,62,137
166,33,53,146
172,27,32,167
171,28,51,148
172,27,35,164
178,21,43,156
191,8,60,139
