17,182,145,54
15,184,174,25
14,185,168,31
74,125,174,25
22,177,178,21
14,185,177,22
21,178,172,27
13,186,171,28
14,185,168,31
16,183,165,34
7,192,162,37
18,181,175,24
14,185,172,27
13,186,172,27
27,172,175,24
13,186,167,32
18,181,172,27
11,188,172,27
17,182,171,28
13,186,166,33
10,189,164,35
13,186,178,21
12,187,163,36
7,192,157,42
20,179,174,25
7,192,145,54
16,183,166,33
7,192,165,34
14,185,149,50
17,182,166,33
14,185,170,29
27,172,176,23
20,179,175,24
17,182,173,26
21,178,174,25
12,187,181,18
18,181,171,28
10,189,166,33
