,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4655,0.0616,0.0128,0.0242,0.2125,0.0274,0.253,0.0343
CULTURE 1,0.4705,0.0211,0.0128,0.0242,0.2475,0.0093,0.223,0.0117
CULTURE 2,0.499,0.0515,0.0128,0.0242,0.2415,0.0275,0.2575,0.024
