,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,49.375%,20.5252%,47.75%,1.9773%,49.625%,5.1131%,48.9167%,27.6155%,1.1667%,8.5461%
